пригорок_NOUN,hillock
образцовый_ADJ,exemplary
выигрывать_VERB,win
уголок_NOUN,corner
шлем_NOUN,helmet
монумент_NOUN,monument
прибрежный_ADJ,coastal
раздражать_VERB,annoy
ровный_ADJ,smooth
затонуть_VERB,sink
лужин_NOUN,Luzhin
волнующий_ADJ,exciting
паутина_NOUN,web
компонент_NOUN,component
стебель_NOUN,stem
миллионер_NOUN,millionaire
искренне_ADV,sincerely
искренность_NOUN,sincerity
довезти_VERB,take
удобство_NOUN,convenience
хрущев_NOUN,Khrushchev
компетенция_NOUN,competence
се_PRON,behold
подруга_NOUN,friend
вклад_NOUN,contribution
бледный_ADJ,pale
команда_NOUN,command
обрадовать_VERB,please
дружок_NOUN,buddy
резолюция_NOUN,resolution
известь_NOUN,lime
александр_NOUN,Alexander
борьба_NOUN,wrestling
авиакомпания_NOUN,airline
бочка_NOUN,barrel
оперетта_NOUN,operetta
инспекция_NOUN,inspection
вдвоем_ADV,together
бессонный_ADJ,sleepless
конечный_ADJ,finite
очаровательный_ADJ,charming
внимание_NOUN,Attention
размышлять_VERB,ponder
жестокость_NOUN,cruelty
разлучать_VERB,part
страна_NOUN,country
лимонный_ADJ,citric
запах_NOUN,smell
кит_NOUN,whale
смелый_ADJ,brave
камерный_ADJ,chamber
высовывать_VERB,protrude
информация_NOUN,information
утомленный_ADJ,tired
зло_ADV,evil
разорять_VERB,ravage
многолетний_ADJ,perennial
печальный_ADJ,sad
вселять_VERB,instill
выживать_VERB,survive
мо_NOUN,mo
андрей_NOUN,Andrey
страж_NOUN,guard
гулять_VERB,walk
гробница_NOUN,tomb
мимо_ADV,by
воистину_ADV,verily
деготь_NOUN,tar
крик_NOUN,scream
возбудитель_NOUN,pathogen
гостеприимство_NOUN,hospitality
подсознание_NOUN,subconscious
палуба_NOUN,deck
жир_NOUN,fat
карлович_NOUN,Karlovic
завал_NOUN,blockage
молоденький_ADJ,young
покрытие_NOUN,coating
забор_NOUN,fence
текст_NOUN,text
зрительный_ADJ,visual
милостыня_NOUN,alms
амурский_ADJ,amur
присутствующий_NOUN,present
олигарх_NOUN,oligarch
новичок_NOUN,newbie
значимый_ADJ,significant
философия_NOUN,philosophy
запад_NOUN,west
типичный_ADJ,typical
марков_NOUN,marks
дурочка_NOUN,fool
заикаться_VERB,stutter
четко_ADV,clearly
благодарить_VERB,thank
энтузиазм_NOUN,enthusiasm
тигр_NOUN,Tiger
обвинение_NOUN,accusation
конституция_NOUN,constitution
отделение_NOUN,branch
безобидный_ADJ,harmless
настояние_NOUN,insistence
запросто_ADV,easily
пластмасса_NOUN,plastic
тверской_ADJ,Tver
самовольный_ADJ,unauthorized
иной_DET,other
естество_NOUN,nature
космонавт_NOUN,astronaut
установление_NOUN,establishment
пересаживаться_VERB,transplant
путник_NOUN,traveler
метровый_ADJ,meter
беззащитный_ADJ,defenseless
противиться_VERB,resist
заключенный_ADJ,prisoner
озабоченно_ADV,anxiously
здороваться_VERB,greet
пятнадцатый_ADJ,fifteenth
слепо_ADV,blindly
безумие_NOUN,madness
наблюдение_NOUN,observation
линия_NOUN,line
сарай_NOUN,barn
аналог_NOUN,analogue
прибыль_NOUN,profit
безотчетный_ADJ,unaccountable
примета_NOUN,omen
сегодня_ADV,today
исследователь_NOUN,researcher
сколько-нибудь_ADV,any
правота_NOUN,rightness
ссылать_VERB,exile
трансформатор_NOUN,transformer
индия_NOUN,India
пополудни_ADV,afternoon
конвой_NOUN,convoy
нерешительно_ADV,hesitantly
кошмар_NOUN,nightmare
потерять_VERB,lose
довод_NOUN,argument
аномалия_NOUN,anomaly
упрямство_NOUN,stubbornness
голодный_NOUN,hungry
афины_NOUN,Athens
манера_NOUN,manner
чехол_NOUN,case
вытаращивать_VERB,goggle
дошкольный_ADJ,preschool
одеяние_NOUN,robe
ярославский_ADJ,Yaroslavl
командор_NOUN,commander
семнадцать_NUM,seventeen
пить_VERB,drink
хозяин_NOUN,master
припасы_NOUN,supplies
неприкосновенный_ADJ,inviolable
ненадежный_ADJ,unreliable
паша_NOUN,pasha
группа_NOUN,group
мониторинг_NOUN,monitoring
избиение_NOUN,beating
тарковский_NOUN,Tarkovsky
ближний_NOUN,near
утренний_ADJ,morning
воробей_NOUN,Sparrow
робкий_ADJ,timid
почуять_VERB,smell
франк_NOUN,franc
таблица_NOUN,table
оборачивать_VERB,wrap
класс_NOUN,Class
неожиданный_ADJ,unexpected
поверхностный_ADJ,surface
искусный_ADJ,skillful
разгар_NOUN,high
чан_NOUN,vat
ядро_NOUN,core
маршрут_NOUN,route
придавать_VERB,lend
писатель_NOUN,Writer
германец_NOUN,german
горючее_NOUN,fuel
дорого_ADV,expensive
отчетливо_ADV,distinctly
сфинкс_NOUN,sphinx
меч_NOUN,sword
отвага_NOUN,courage
предсмертный_ADJ,dying
ловушка_NOUN,trap
флигель_NOUN,wing
частица_NOUN,particle
экипаж_NOUN,crew
беспорядок_NOUN,mess
куколка_NOUN,chrysalis
решение_NOUN,solution
резной_ADJ,carved
серьезность_NOUN,seriousness
нестись_VERB,rush
внесение_NOUN,introduction
снятие_NOUN,withdrawal
навоз_NOUN,manure
карьер_NOUN,career
измученный_ADJ,jaded
палач_NOUN,executioner
наружу_ADV,outward
завеса_NOUN,veil
одиннадцать_NUM,eleven
настоятель_NOUN,abbot
подсчет_NOUN,count
ориентировать_VERB,orient
определение_NOUN,definition
обоснованный_ADJ,grounded
типичный_ADJ,typical
песенка_NOUN,song
оплакивать_VERB,mourn
насиловать_VERB,rape
картонный_ADJ,cardboard
венецианский_ADJ,Venetian
тест_NOUN,test
витрина_NOUN,showcase
долг_NOUN,duty
выносить_VERB,endure
бисмарк_NOUN,bismarck
листик_NOUN,leaf
красный_ADJ,Red
нападывать_VERB,attack
малыш_NOUN,baby
дж_NOUN,j
страстно_ADV,passionately
дворцовый_ADJ,palace
бессонница_NOUN,insomnia
хлопец_NOUN,lad
приданое_NOUN,dowry
язвительный_ADJ,caustic
зародыш_NOUN,embryo
голосование_NOUN,vote
богатый_ADJ,rich
счет_NOUN,check
александр_NOUN,Alexander
приближенный_ADJ,approximate
разделяться_VERB,divide
бессильный_ADJ,powerless
энергетический_ADJ,energetic
пропустить_VERB,skip
пение_NOUN,singing
телеграф_NOUN,telegraph
генерал_NOUN,general
абсолютный_ADJ,absolute
оканчиваться_VERB,end
ужин_NOUN,dinner
вдумываться_VERB,ponder
россия_NOUN,Russia
откликаться_VERB,respond
зыбкий_ADJ,unsteady
морковь_NOUN,carrot
непрестанный_ADJ,incessant
харьков_NOUN,Kharkov
расписание_NOUN,timetable
олицетворять_VERB,personify
обоснованный_ADJ,grounded
возноситься_VERB,ascend
схватка_NOUN,scramble
давить_VERB,crush
варшава_NOUN,Warsaw
избыточный_ADJ,excess
щетина_NOUN,stubble
низенький_ADJ,short
полагаться_VERB,rely
дворец_NOUN,Castle
танцевать_VERB,dance
отель_NOUN,hotel
менее_ADV,less
ох_INTJ,Oh
александрович_NOUN,Aleksandrovich
плавно_ADV,smoothly
карточный_ADJ,card
путевой_ADJ,travel
обмениваться_VERB,exchange
солома_NOUN,straw
наименее_ADV,least
рыбак_NOUN,fisherman
зеленоватый_ADJ,greenish
польский_ADJ,Polish
дозволять_VERB,allow
вериться_VERB,believe
чрезмерно_ADV,overly
неспокойный_ADJ,restless
смежный_ADJ,adjacent
вахта_NOUN,watch
писательница_NOUN,writer
возноситься_VERB,ascend
земляк_NOUN,countryman
наемный_ADJ,hired
инспектор_NOUN,inspector
всего-то_ADV,just
поддержание_NOUN,maintaining
клава_NOUN,claudia
зона_NOUN,zone
сплав_NOUN,alloy
фиолетовый_ADJ,purple
спальный_ADJ,sleeping
жандарм_NOUN,gendarme
лабораторный_ADJ,laboratory
химический_ADJ,chemical
относительно_ADV,relatively
шизофрения_NOUN,schizophrenia
луна_NOUN,moon
прорастать_VERB,germinate
ожидание_NOUN,expectation
мастер_NOUN,master
развратный_ADJ,dissolute
прелестный_ADJ,charming
изумлять_VERB,astonish
формально_ADV,formally
варенька_NOUN,dumpling
тревожно_ADV,anxious
публикация_NOUN,publication
неловкость_NOUN,awkwardness
достояние_NOUN,property
освоение_NOUN,mastering
умственный_ADJ,mental
гимн_NOUN,hymn
изделие_NOUN,product
заседать_VERB,sit
действо_NOUN,action
придавать_VERB,lend
католический_ADJ,Catholic
ровно_ADV,smooth
смирный_ADJ,meek
входить_VERB,enter
оратор_NOUN,speaker
повадка_NOUN,habit
двигатель_NOUN,engine
прорыв_NOUN,breakthrough
озлобление_NOUN,bitterness
передник_NOUN,apron
привязывать_VERB,tie
беречь_VERB,cherish
распятие_NOUN,crucifixion
развитие_NOUN,development
актуальный_ADJ,topical
постоялый_ADJ,inn
возникновение_NOUN,occurrence
боль_NOUN,pain
чудо_NOUN,miracle
идеолог_NOUN,ideologist
шепнуть_VERB,whisper
служащий_NOUN,clerk
пята_NOUN,heel
болгарский_ADJ,Bulgarian
спуск_NOUN,descent
цепочка_NOUN,chain
донесение_NOUN,report
политика_NOUN,politics
закрываться_VERB,close
кр_NOUN,cr
преступность_NOUN,crime
ст_NOUN,st
внутренность_NOUN,interior
поблизости_ADV,nearby
законопроект_NOUN,bill
оппонент_NOUN,opponent
пятнадцатый_ADJ,fifteenth
треск_NOUN,crackle
благоденствие_NOUN,prosperity
увенчивать_VERB,crown
туристический_ADJ,tourist
залезать_VERB,climb
форум_NOUN,forum
гостиница_NOUN,hotel
хранилище_NOUN,repository
калибр_NOUN,caliber
назад_ADV,back
эмиграция_NOUN,emigration
продукция_NOUN,production
разрывать_VERB,tear
нечего_ADV,nothing
мониторинг_NOUN,monitoring
урожай_NOUN,harvest
стойка_NOUN,rack
хозяйственный_ADJ,economic
негативный_ADJ,negative
перемещать_VERB,move
дьяк_NOUN,clerk
доля_NOUN,share
журналистский_ADJ,journalistic
девка_NOUN,wench
схватывать_VERB,grasp
эпопея_NOUN,epic
советовать_VERB,advise
потертый_ADJ,shabby
обряд_NOUN,rite
читатель_NOUN,reader
крона_NOUN,crown
христианский_ADJ,Christian
заповедь_NOUN,commandment
опубликовывать_VERB,publish
определение_NOUN,definition
картина_NOUN,painting
ева_NOUN,Eve
удачливый_ADJ,lucky
непоправимый_ADJ,irreparable
журналистский_ADJ,journalistic
вновь_ADV,again
униматься_VERB,subdue
полезно_ADV,healthy
мембрана_NOUN,membrane
сценический_ADJ,stage
кружиться_VERB,whirl
магистр_NOUN,master
сантиметр_NOUN,centimeter
удостоверение_NOUN,certificate
убитый_NOUN,killed
сера_NOUN,sulfur
официальный_ADJ,official
ниже_ADV,below
траур_NOUN,mourning
пожирать_VERB,devour
былой_ADJ,former
грузчик_NOUN,loader
год_NOUN,year
старческий_ADJ,senile
ноябрь_NOUN,November
газетный_ADJ,newspaper
снисходительно_ADV,condescendingly
